Content,Ready,Level,Type,AP,ID (Hex),Region/Connections,Prerequisites,Gear Req,Dep. Lvl.,Dependents
Kandon Farm,FALSE,,Region,Item,00 01 00 72,Kandon Ridge,,,85,"Explore: Demolition Derby, Explore: Chiseler's Cavern, Complete: Recipe For Disaster, Visit: Kandon Farm"
Cliffside Passage North,FALSE,,Region,Item,00 01 00 73,"Cliffside Passage South, Thesead Underpass",,,0,Visit: Cliffside Passage North
Ranol's Farm,FALSE,,Region,Item,00 01 00 74,"Cherry Blossom Grove, Thesead Suburbs, Eltom",,,80,"Explore: Gorgon Gorge, Explore: Blaze Springs, Complete: Cowfusion, Visit: Ranol's Farm"
Thesead Suburbs,FALSE,,Region,Item,00 01 00 75,"Displaced Housing, Ranol's Farm, Entrance to Molten Heights, Thesead",,,85,"Explore: Blaze Springs, Visit: Thesead Suburbs"
Crater Descent,FALSE,,Region,Item,00 01 00 76,"Dogun Ritual Site, Lava Lakes, Rodoroc",,,92,"Complete: Dwarves and Doguns Part II, Complete: Dwarves and Doguns Part IV, Complete: The Breaking Point, Visit: Crater Descent"
Temple Island,FALSE,,Region,Item,00 01 00 77,"Ahmsord, Swamp Island, Snail Island, Kandon Ridge, Central Islands",,,97,"Explore: Angel Falls, Visit: Temple Island"
Snail Island,FALSE,,Region,Item,00 01 00 78,"Temple Island, Dragonling Nests",,,94,"Explore: Azurite Island, Complete: Slay Angels, Complete: Recipe For Disaster, Visit: Snail Island"
Corkus Castle,FALSE,,Region,Item,00 01 00 79,"Corkus City, Selchar",,,83,"Complete: The Envoy Part I, Complete: The Envoy Part II, Complete: The Feathers Fly Part II, Complete: A Hunter's Calling, Visit: Corkus Castle"
Fallen Factory,FALSE,,Region,Item,00 01 00 7a,"Corkus City Crossroads, Industrial Clearing, Ruined Houses, Relos, Corkus Sea Cove",,,90,"Complete: Fallen Factory, Visit: Fallen Factory"
Corkus City Mine,FALSE,,Region,Item,00 01 00 7b,"Road to Mine, Founder's Statue, Corkus Sea Cove",,,0,Visit: Corkus City Mine
Ruined Houses,FALSE,,Region,Item,00 01 00 7c,"Fallen Factory, Industrial Clearing, Relos",,,0,Visit: Ruined Houses
Avos Temple,FALSE,,Region,Item,00 01 00 7d,"Ava's Workshop, Bloody Beach, Retrofitted Manufactory",,,89,"Complete: The Envoy Part II, Visit: Avos Temple"
Bloody Beach,FALSE,,Region,Item,00 01 00 7e,"Avos Temple, Corkus Outskirts",,,0,Visit: Bloody Beach
Corkus Outskirts,FALSE,,Region,Item,00 01 00 7f,"Retrofitted Manufactory, Founder's Statue, Bloody Beach",,,91,"Complete: Slay Astrochelys Manis, Complete: The Feathers Fly Part I, Visit: Corkus Outskirts"
Frozen Fort,FALSE,,Region,Item,00 01 00 80,Sky Falls,,,0,Visit: Frozen Fort
Sky Castle,FALSE,,Region,Item,00 01 00 81,Path to Ahmsord,,,95,"Explore: The Donjon, Visit: Sky Castle"
Kandon Ridge,FALSE,,Region,Item,00 01 00 82,"Kandon Farm, Aerial Descent, Old Coal Mine, Temple Island",,,89,"Explore: Chiseler's Cavern, Explore: Ovine Spire, Visit: Kandon Ridge"
Old Coal Mine,FALSE,,Region,Item,00 01 00 83,Kandon Ridge,,,89,"Explore: Chiseler's Cavern, Explore: Overgrown Rubble, Visit: Old Coal Mine"
Dragonling Nests,FALSE,,Region,Item,00 01 00 84,"Snail Island, Astraulus' Tower",,,95,"Explore: Lamprophis Lair, Explore: Forgotten Excavation, Visit: Dragonling Nests"
Astraulus' Tower,FALSE,,Region,Item,00 01 00 85,"Dragonling Nests, Swamp Island",,,96,"Complete: Recipe For Disaster, Visit: Astraulus' Tower"
Molten Reach,FALSE,,Region,Item,00 01 00 86,"Dogun Ritual Site, Angel Refuge",,,0,Visit: Molten Reach
Ahmsord Outskirts,FALSE,,Region,Item,00 01 00 87,"Swamp Island, Angel Refuge, Wybel Island, Central Islands",,,0,Visit: Ahmsord Outskirts
Swamp Island,FALSE,,Region,Item,00 01 00 88,"Temple Island, Astraulus' Tower, Ahmsord Outskirts",,,96,"Complete: Recipe For Disaster, Visit: Swamp Island"
Angel Refuge,FALSE,,Region,Item,00 01 00 89,"Molten Reach, Ahmsord Outskirts",,,96,"Explore: Windwalker Temple, Complete: The Hero of Gavel, Visit: Angel Refuge"
Wybel Island,FALSE,,Region,Item,00 01 00 8a,"Ahmsord Outskirts, Central Islands, Sky Falls",,,93,"Explore: Scarred Ingress, Visit: Wybel Island"
Central Islands,FALSE,,Region,Item,00 01 00 8b,"Ahmsord, Temple Island, Ahmsord Outskirts, Wybel Island, Sky Island Ascent",,,93,"Explore: Scarred Ingress, Visit: Central Islands"
Sky Island Ascent,FALSE,,Region,Item,00 01 00 8c,"Central Islands, Sky Falls, Raiders' Stronghold, Jofash Tunnel, Ahmsord",,,99,"Complete: Slay Dragonlings, Visit: Sky Island Ascent"
Sky Falls,FALSE,,Region,Item,00 01 00 8d,"Frozen Fort, Wybel Island, Sky Island Ascent",,,0,Visit: Sky Falls
Jofash Tunnel,FALSE,,Region,Item,00 01 00 8e,"Sky Island Ascent, Jofash Docks",,,95,"Explore: Sky Shroom, Visit: Jofash Tunnel"
Jofash Docks,FALSE,,Region,Item,00 01 00 8f,"Jofash Tunnel, Regular Island",,,90,"Complete: Fantastic Voyage, Complete: Recipe For Disaster, Visit: Jofash Docks"
Santa's Hideout,FALSE,,Region,Item,00 01 00 90,"Icy Island, Nodguj Nation",,,0,Visit: Santa's Hideout
Cinfras Outskirts,FALSE,,Region,Item,00 01 00 92,"Dark Forest Village, Talor Cemetery, Fungal Grove, Fallen Village, Cinfras",,,75,"Explore: Weirding Ring, Explore: Burning Bog, Visit: Cinfras Outskirts"
Regular Island,FALSE,,Region,Item,00 01 00 93,Jofash Docks,,,0,Visit: Regular Island
Royal Gate,FALSE,,Region,Item,00 01 00 97,"Lighthouse Lookout, Fort Torann",,,103,"Complete: Queen's Recruit, Complete: A Journey Home, Visit: Royal Gate"
Southern Outpost,FALSE,,Region,Item,00 01 00 9b,"Legendary Island, Balloon Airbase",,,0,Visit: Southern Outpost
Corkus Sea Cove,FALSE,,Region,Item,00 01 00 9c,"Fallen Factory, Road to Mine, Corkus City Mine, Relos",,,89,"Complete: The Envoy Part II, Visit: Corkus Sea Cove"
Worm Tunnel,FALSE,,Region,Item,00 01 00 9d,"Broken Road, Grey Ruins",,,100,"Complete: A Journey Beyond, Visit: Worm Tunnel"
Grey Ruins,FALSE,,Region,Item,00 01 00 9e,"Worm Tunnel, Forgotten Town",,,100,"Complete: The Olmic Rune, Complete: A Journey Beyond, Visit: Grey Ruins"
Forgotten Town,FALSE,,Region,Item,00 01 00 9f,"Grey Ruins, Forest of Eyes",,,100,"Complete: The Olmic Rune, Complete: A Journey Beyond, Visit: Forgotten Town"
Forest of Eyes,FALSE,,Region,Item,00 01 00 a0,"Forgotten Town, Sinister Forest",,,0,Visit: Forest of Eyes
Sinister Forest,FALSE,,Region,Item,00 01 00 a1,"Forest of Eyes, Lutho",,,0,Visit: Sinister Forest
Paths of Sludge,FALSE,,Region,Item,00 01 00 a2,"Lutho, Toxic Drip",,,101,"Complete: A Journey Further, Visit: Paths of Sludge"
Toxic Drip,FALSE,,Region,Item,00 01 00 a3,"Paths of Sludge, Toxic Caves, Gateway to Nothing",,,101,"Complete: A Journey Further, Visit: Toxic Drip"
Toxic Caves,FALSE,,Region,Item,00 01 00 a4,Toxic Drip,,,0,Visit: Toxic Caves
Gateway to Nothing,FALSE,,Region,Item,00 01 00 a5,"Toxic Drip, Void Valley, Final Step",,,101,"Complete: A Journey Further, Visit: Gateway to Nothing"
Void Valley,FALSE,,Region,Item,00 01 00 a6,Gateway to Nothing,,,0,Visit: Void Valley
Final Step,FALSE,,Region,Item,00 01 00 a7,"Gateway to Nothing, Bizarre Passage",,,101,"Complete: Eldrich Outlook, Complete: A Journey Further, Visit: Final Step"
Bizarre Passage,FALSE,,Region,Item,00 01 00 a8,"Final Step, The Gate",Complete: Eldrich Outlook,,103,"Complete: A Hunter's Calling, Visit: Bizarre Passage"
The Gate,FALSE,,Region,Item,00 01 00 a9,Bizarre Passage,,,103,"Complete: A Hunter's Calling, Visit: The Gate"
The Hive,FALSE,,Region,Item,00 01 00 d3,"Path to the Dojo, Illuminant Path",,,100,"Complete: The Qira Hive, Visit: The Hive"
Timeworn Arch,FALSE,,Region,Item,00 01 01 22,"Pine Pillar Forest, Panda Path",,,88,"Explore: Cyclopes' Shrine, Visit: Timeworn Arch"
Secluded Ponds,FALSE,,Region,Item,00 01 01 25,"Burning Airship, Path to Thanos, Celestial Impact, Path to Ozoth's Spire",,,0,Visit: Secluded Ponds
Path to Thanos,FALSE,,Region,Item,00 01 01 26,"Secluded Ponds, Thanos, Gylia Fisherman Camp, Path to Ozoth's Spire",,,0,Visit: Path to Thanos
Kitrios Armory,FALSE,,Region,Item,00 01 01 27,"Thanos, Kitrios Barracks",,,80,"Complete: General's Orders, Visit: Kitrios Armory"
Kitrios Barracks,FALSE,,Region,Item,00 01 01 28,"Kitrios Armory, Colourful Mountaintop, Gylia Watchtower",,,80,"Complete: General's Orders, Visit: Kitrios Barracks"
Colourful Mountaintop,FALSE,,Region,Item,00 01 01 29,"Kitrios Barracks, Troll's Challenge",,,80,"Explore: Drone's Retreat, Complete: General's Orders, Visit: Colourful Mountaintop"
Upper Thanos,FALSE,,Region,Item,00 01 01 2a,"Thanos, Troll's Challenge",,,97,"Complete: The Breaking Point, Visit: Upper Thanos"
Molten Passage,FALSE,,Region,Item,00 01 01 2b,"Path to Ozoth's Spire, Canyon Walkway",,,97,"Complete: The Breaking Point, Visit: Molten Passage"
Path to Ozoth's Spire,FALSE,,Region,Item,00 01 01 2c,"Path to Thanos, Molten Passage, Inhospitable Mountain, Secluded Ponds",,,81,"Complete: The Thanos Depository, Complete: The Breaking Point, Visit: Path to Ozoth's Spire"
Inhospitable Mountain,FALSE,,Region,Item,00 01 01 2d,"Path to Ozoth's Spire, Perilous Grotto",,,81,"Complete: The Thanos Depository, Visit: Inhospitable Mountain"
Bandit Cave,FALSE,,Region,Item,00 01 01 2e,Burning Airship,,,0,Visit: Bandit Cave
Cascading Basins,FALSE,,Region,Item,00 01 01 2f,"Cyclospordial Hazard, Wayward Split",,,0,Visit: Cascading Basins
Cyclospordial Hazard,FALSE,,Region,Item,00 01 01 30,"Cascading Basins, Winding Waters, Turncoat Turnabout",,,0,Visit: Cyclospordial Hazard
Winding Waters,FALSE,,Region,Item,00 01 01 31,"Cyclospordial Hazard, Parasitic Slime Mine",,,0,Visit: Winding Waters
Panda Path,FALSE,,Region,Item,00 01 01 32,"Panda Kingdom, Timeworn Arch",,,88,"Complete: Slay Ailuropodas, Visit: Panda Path"
Panda Kingdom,FALSE,,Region,Item,00 01 01 33,"Panda Path, Parasitic Slime Mine",,,0,Visit: Panda Kingdom
Parasitic Slime Mine,FALSE,,Region,Item,00 01 01 34,"Troll Tower, Panda Kingdom, Turncoat Turnabout, Winding Waters",,,87,"Explore: Natural Sanctuary, Visit: Parasitic Slime Mine"
Turncoat Turnabout,FALSE,,Region,Item,00 01 01 35,"Cyclospordial Hazard, Parasitic Slime Mine, Wayward Split",,,87,"Explore: Natural Sanctuary, Visit: Turncoat Turnabout"
Wayward Split,FALSE,,Region,Item,00 01 01 36,"Cascading Basins, Turncoat Turnabout, Perilous Passage, Harpy's Haunt South",,,85,"Explore: Rocky Peril, Explore: Natural Sanctuary, Visit: Wayward Split"
Perilous Passage,FALSE,,Region,Item,00 01 01 37,"Perilous Grotto, Wayward Split",,,83,"Explore: Rocky Peril, Complete: A Marauder's Dues, Visit: Perilous Passage"
Perilous Grotto,FALSE,,Region,Item,00 01 01 38,"Inhospitable Mountain, Perilous Passage, Wizard's Warning",,,0,Visit: Perilous Grotto
Thanos Underpass,FALSE,,Region,Item,00 01 01 39,"Troll's Challenge, Thanos Exit",,,0,Visit: Thanos Underpass
Canyon Walkway,FALSE,,Region,Item,00 01 01 3a,"Molten Passage, Wizard's Warning, Bandit's Toll",,,83,"Complete: A Marauder's Dues, Visit: Canyon Walkway"
Wizard's Warning,FALSE,,Region,Item,00 01 01 3b,"Canyon Walkway, Perilous Grotto",,,83,"Complete: A Marauder's Dues, Complete: Beyond the Grave, Visit: Wizard's Warning"
Harpy's Haunt North,FALSE,,Region,Item,00 01 01 3c,"Harpy's Haunt South, Krolton's Cave",,,83,"Explore: Rocky Peril, Complete: A Marauder's Dues, Complete: Beyond the Grave, Visit: Harpy's Haunt North"
Fleris Cranny,FALSE,,Region,Item,00 01 01 3d,"Harpy's Haunt South, Elefolk Stomping Grounds",,,88,"Explore: Colossi Infection, Visit: Fleris Cranny"
Troll Tower,FALSE,,Region,Item,00 01 01 3e,"Parasitic Slime Mine, Featherfall Cliffs",,,87,"Explore: Natural Sanctuary, Explore: Colossi Infection, Visit: Troll Tower"
Illuminant Path,FALSE,,Region,Item,00 01 01 3f,"Thanos Exit, Bandit's Toll, Canyon High Path, The Hive, Path to the Dojo",,,0,Visit: Illuminant Path
Bandit's Toll,FALSE,,Region,Item,00 01 01 40,"Canyon Walkway, Wizard Tower, Workshop Glade, Illuminant Path",,,83,"Explore: Plasmatic Gouge, Complete: A Marauder's Dues, Visit: Bandit's Toll"
Wizard Tower,FALSE,,Region,Item,00 01 01 41,"Bandit's Toll, Krolton's Cave",,,0,Visit: Wizard Tower
Rocky Bend,FALSE,,Region,Item,00 01 01 42,Canyon Dropoff,,,85,"Complete: The Lost, Visit: Rocky Bend"
Housing Crisis,FALSE,,Region,Item,00 01 01 43,Featherfall Cliffs,,,85,"Complete: The Lost, Visit: Housing Crisis"
Featherfall Cliffs,FALSE,,Region,Item,00 01 01 44,"Canyon Dropoff, Housing Crisis, Protector's Pathway, Elefolk Stomping Grounds, Troll Tower",,,85,"Complete: The Lost, Visit: Featherfall Cliffs"
Elefolk Stomping Grounds,FALSE,,Region,Item,00 01 01 45,"Fleris Cranny, Hobgoblin's Hoard, Protector's Pathway, Featherfall Cliffs",,,0,Visit: Elefolk Stomping Grounds
Path to the Dojo,FALSE,,Region,Item,00 01 01 46,"Illuminant Path, The Hive, Displaced Housing, Canyon High Path, Cherry Blossom Grove",,,80,"Explore: Deserter's Camp, Explore: Watery Waterfall, Complete: Slay Hobgoblins, Visit: Path to the Dojo"
Wanderer's Way,FALSE,,Region,Item,00 01 01 47,Canyon High Path,,,0,Visit: Wanderer's Way
Workshop Glade,FALSE,,Region,Item,00 01 01 48,"Bandit's Toll, Bantisu Approach, Thesead Underpass, Entrance to Thesead",,,83,"Complete: Slay Jinkos, Complete: The Canyon Guides, Visit: Workshop Glade"
Bantisu Approach,FALSE,,Region,Item,00 01 01 49,"Krolton's Cave, Workshop Glade, Bantisu Air Temple",,,84,"Complete: The Canyon Guides, Visit: Bantisu Approach"
Bantisu Air Temple,FALSE,,Region,Item,00 01 01 4a,Bantisu Approach,,,87,"Complete: Beyond the Grave, Visit: Bantisu Air Temple"
Elephelk Trail,FALSE,,Region,Item,00 01 01 4b,"Cliffside Passage South, Protector's Pathway",,,85,"Explore: Demolition Derby, Visit: Elephelk Trail"
Protector's Pathway,FALSE,,Region,Item,00 01 01 4c,"Featherfall Cliffs, Elefolk Stomping Grounds, Elephelk Trail, Kandon-Beda",,,85,"Explore: Demolition Derby, Complete: The Lost, Visit: Protector's Pathway"
Cliffside Passage South,FALSE,,Region,Item,00 01 01 4d,"Elephelk Trail, Cliffside Passage North",,,85,"Explore: Seismic Bore Hole, Explore: Chiseler's Cavern, Visit: Cliffside Passage South"
Thesead Underpass,FALSE,,Region,Item,00 01 01 4e,"Cliffside Passage North, Entrance to Thesead, Workshop Glade",,,81,"Explore: Voltaic Crag, Explore: Abyssal Shine, Complete: The Canary Calls, Visit: Thesead Underpass"
Entrance to Thesead,FALSE,,Region,Item,00 01 01 4f,"Displaced Housing, Workshop Glade, Thesead Underpass, Thesead",,,87,"Explore: Abyssal Shine, Complete: The Hidden City, Visit: Entrance to Thesead"
Displaced Housing,FALSE,,Region,Item,00 01 01 50,"Path to the Dojo, Cherry Blossom Grove, Entrance to Thesead, Thesead Suburbs",,,83,"Explore: Cyclonic Spirit Trap, Explore: Broodmother's Bestiary, Visit: Displaced Housing"
Cherry Blossom Grove,FALSE,,Region,Item,00 01 01 51,"Path to the Dojo, Displaced Housing, Ranol's Farm",,,80,"Explore: Gorgon Gorge, Explore: Broodmother's Bestiary, Visit: Cherry Blossom Grove"
Entrance to Molten Heights,FALSE,,Region,Item,00 01 01 52,"Thesead Suburbs, Eltom, Rodoroc",,,0,Visit: Entrance to Molten Heights
Freezing Heights,FALSE,,Region,Item,00 01 01 54,"Dogun Ritual Site, Pyroclastic Flow, Dragonbone Graveyard",,,91,"Explore: Dragonkin Nest, Complete: Slay Frosted Guards & Gryostone Golems, Complete: Slay Ifrits, Complete: Dwarves and Doguns Part I, Complete: Dwarves and Doguns Part III, Complete: The Breaking Point, Visit: Freezing Heights"
Lava Lakes,FALSE,,Region,Item,00 01 01 55,"Dogun Ritual Site, Crater Descent, Pyroclastic Flow",,,91,"Complete: Slay Magma Entities, Complete: Dwarves and Doguns Part I, Complete: Dwarves and Doguns Part II, Complete: Dwarves and Doguns Part IV, Visit: Lava Lakes"
Dragonbone Graveyard,FALSE,,Region,Item,00 01 01 56,"Freezing Heights, Pyroclastic Flow",,,95,"Explore: Dragonkin Nest, Visit: Dragonbone Graveyard"
Corkus City Crossroads,FALSE,,Region,Item,00 01 01 5a,"Fallen Factory, Road to Mine, Industrial Clearing, Corkus Forest, Corkus City",,,93,"Complete: The Feathers Fly Part II, Visit: Corkus City Crossroads"
Road to Mine,FALSE,,Region,Item,00 01 01 5b,"Corkus City Crossroads, Corkus City Mine, Corkus Sea Cove",,,89,"Complete: The Envoy Part II, Complete: The Feathers Fly Part II, Visit: Road to Mine"
Industrial Clearing,FALSE,,Region,Item,00 01 01 5c,"Corkus City Crossroads, Fallen Factory, Corkus Forest, Ruined Houses",,,85,"Complete: Slay Robots, Complete: The Envoy Part II, Visit: Industrial Clearing"
Corkus Forest,FALSE,,Region,Item,00 01 01 5d,"Corkus City, Corkus City Crossroads, Industrial Clearing, Picnic Pond",,,0,Visit: Corkus Forest
Picnic Pond,FALSE,,Region,Item,00 01 01 5e,"Corkus City, Corkus Forest, Avos Territory",,,0,Visit: Picnic Pond
Avos Territory,FALSE,,Region,Item,00 01 01 5f,"Picnic Pond, Overrun Docks, Retrofitted Manufactory",,,83,"Complete: The Envoy Part I, Complete: The Envoy Part II, Complete: The Feathers Fly Part I, Visit: Avos Territory"
Overrun Docks,FALSE,,Region,Item,00 01 01 60,"Avos Territory, Ava's Workshop",,,83,"Complete: The Envoy Part I, Visit: Overrun Docks"
Retrofitted Manufactory,FALSE,,Region,Item,00 01 01 61,"Corkus City, Avos Territory, Corkus Outskirts, Avos Temple",,,97,"Complete: The Breaking Point, Visit: Retrofitted Manufactory"
Founder's Statue,FALSE,,Region,Item,00 01 01 62,"Corkus City Mine, Corkus Outskirts",,,87,"Complete: Mixed Feelings, Visit: Founder's Statue"
Path to Ahmsord,FALSE,,Region,Item,00 01 01 63,"Sky Castle, Aerial Descent, Ahmsord",,,0,Visit: Path to Ahmsord
Aerial Descent,FALSE,,Region,Item,00 01 01 64,"Path to Ahmsord, Kandon Ridge, Ahmsord",,,0,Visit: Aerial Descent
Raiders' Stronghold,FALSE,,Region,Item,00 01 01 65,"Sky Island Ascent, Raiders' Airbase",,,98,"Complete: Royal Trials, Visit: Raiders' Stronghold"
Raiders' Airbase,FALSE,,Region,Item,00 01 01 66,Raiders' Stronghold,,,98,"Complete: Royal Trials, Visit: Raiders' Airbase"
Lighthouse Lookout,FALSE,,Region,Item,00 01 01 67,"Royal Gate, Balloon Airbase",,,86,"Complete: Desperate Metal, Visit: Lighthouse Lookout"
Balloon Airbase,FALSE,,Region,Item,00 01 01 69,"Relos, Lighthouse Lookout, Southern Outpost",,,86,"Complete: Slay Pernix Monkeys, Complete: Desperate Metal, Visit: Balloon Airbase"
Broken Road,FALSE,,Region,Item,00 01 01 6a,"Silent Road, Worm Tunnel",,,100,"Complete: A Journey Beyond, Visit: Broken Road"
Otherworldly Monolith,FALSE,,Region,Item,00 01 01 6b,"Azure Frontier, Path to Light",,,79,"Explore: Cave of the Seasons, Complete: The Realm of Light, Visit: Otherworldly Monolith"
Troll's Challenge,FALSE,,Region,Item,00 01 01 6e,"Colourful Mountaintop, Thanos Underpass, Upper Thanos",,,0,Visit: Troll's Challenge
Harpy's Haunt South,FALSE,,Region,Item,00 01 01 6f,"Wayward Split, Harpy's Haunt North, Fleris Cranny",,,0,Visit: Harpy's Haunt South
Hobgoblin's Hoard,FALSE,,Region,Item,00 01 01 70,"Elefolk Stomping Grounds, Krolton's Cave",,,84,"Complete: The Canyon Guides, Visit: Hobgoblin's Hoard"
Pyroclastic Flow,FALSE,,Region,Item,00 01 01 71,"Freezing Heights, Lava Lakes, Dragonbone Graveyard",,,91,"Complete: Dwarves and Doguns Part I, Visit: Pyroclastic Flow"
Ava's Workshop,FALSE,,Region,Item,00 01 01 72,"Avos Temple, Overrun Docks",,,91,"Complete: The Feathers Fly Part I, Complete: The Feathers Fly Part II, Visit: Ava's Workshop"
Wellspring of Eternity,FALSE,,Region,Item,00 01 01 73,"Fort Torann, The Frog Bog",,,104,"Explore: Ancient Arthropods, Visit: Wellspring of Eternity"
Fort Torann,FALSE,,Region,Item,00 01 01 74,"Royal Gate, Wellspring of Eternity, Xima Valley, Forts in Fall",,,104,"Complete: A Journey Home, Visit: Fort Torann"
Xima Valley,FALSE,,Region,Item,00 01 01 75,Fort Torann,,,0,Visit: Xima Valley
The Frog Bog,FALSE,,Region,Item,00 01 01 76,"Wellspring of Eternity, Forts in Fall, Festival Grounds",,,104,"Explore: Ancient Arthropods, Explore: Siltswimmer Den, Complete: A New Beginning, Visit: The Frog Bog"
Forts in Fall,FALSE,,Region,Item,00 01 01 77,"Fort Torann, Royal Dam, The Frog Bog, Espren, The Lumbermill",,,104,"Explore: Electrifying Outpost, Complete: A New Beginning, Complete: Undersupply, Visit: Forts in Fall"
Royal Dam,FALSE,,Region,Item,00 01 01 78,"Forts in Fall, Lake Gitephe",,,107,"Complete: Undersupply, Complete: Ensemble of Hope, Visit: Royal Dam"
Festival Grounds,FALSE,,Region,Item,00 01 01 79,"The Frog Bog, Espren",,,105,"Complete: A New Beginning, Complete: The Cursed One, Complete: Revelations in Fall, Visit: Festival Grounds"
The Lumbermill,FALSE,,Region,Item,00 01 01 7a,"Forts in Fall, Espren, Royal Barracks",,,107,"Explore: Auburn Lumbermill, Complete: The Scarred Springs, Visit: The Lumbermill"
Residence Sector,FALSE,,Region,Item,00 01 01 7b,"Timasca, Agricultural Sector",,,110,"Explore: Abandoned Steelworks, Complete: The Missing Piece, Visit: Residence Sector"
Agricultural Sector,FALSE,,Region,Item,00 01 01 7c,"Espren, Residence Sector, Water Processing Sector, Industrial Sector",,,108,"Explore: Water Tower, Complete: Revelations in Fall, Complete: Through the Pipes, Complete: The Missing Piece, Visit: Agricultural Sector"
Water Processing Sector,FALSE,,Region,Item,00 01 01 7d,"Industrial Sector, Agricultural Sector",,,109,"Explore: Weapons Factory, Complete: Solidarity of Steel, Complete: The Price of Ingenuity, Complete: Echoes of Change, Visit: Water Processing Sector"
Industrial Sector,FALSE,,Region,Item,00 01 01 7e,"Timasca, Agricultural Sector, Water Processing Sector",,,109,"Complete: Slay Hedoro, Complete: Solidarity of Steel, Complete: The Price of Ingenuity, Complete: Echoes of Change, Visit: Industrial Sector"
Highlands Gate,FALSE,,Region,Item,00 01 01 7f,"Verdant Grove, Alder Understory",,,113,"Explore: Estalis Gallery, Complete: Shrouded in Mist, Visit: Highlands Gate"
Alder Understory,FALSE,,Region,Item,00 01 01 80,"Fort Tericen, Aldwell, Highlands Gate, Fort Hegea",,,0,Visit: Alder Understory
Verdant Grove,FALSE,,Region,Item,00 01 01 81,"Contested District, Aldwell, Deforested Ecotone, Highlands Gate",,,113,"Complete: Shrouded in Mist, Complete: Burning Bonds, Complete: True Colours, Visit: Verdant Grove"
Fort Hegea,FALSE,,Region,Item,00 01 01 82,"Alder Understory, Aldwell",,,114,"Explore: Entozoon Takeover, Complete: Burning Bonds, Complete: True Colours, Complete: Celebrations in Smoke, Visit: Fort Hegea"
Deforested Ecotone,FALSE,,Region,Item,00 01 01 83,"Timasca, Verdant Grove, Aldwell",,,112,"Explore: Nesting Place, Complete: Echoes of Change, Complete: Shrouded in Mist, Complete: Burning Bonds, Complete: True Colours, Complete: Ensemble of Hope, Visit: Deforested Ecotone"
Citadel's Shadow,FALSE,,Region,Item,00 01 01 84,"Lake Gitephe, Gates to Aelumia, Fort Tericen",,,117,"Explore: Krisa Manor, Explore: Liftal Castle, Complete: Hunt Wolly Rhinos, Complete: Ensemble of Hope, Visit: Citadel's Shadow"
Lake Gitephe,FALSE,,Region,Item,00 01 01 85,"Royal Dam, Citadel's Shadow, Hyloch",,,107,"Complete: Undersupply, Complete: Overture to Despair, Complete: Apotheosis, Visit: Lake Gitephe"
Fort Tericen,FALSE,,Region,Item,00 01 01 86,"Alder Understory, Citadel's Shadow, Hyloch, Lake Rieke, Feuding Houses",,,116,"Explore: Tericen Stables, Explore: Krisa Manor, Complete: The Strong Survive, Visit: Fort Tericen"
Lake Rieke,FALSE,,Region,Item,00 01 01 87,"Hyloch, Frosty Outpost, Fort Tericen",,,0,Visit: Lake Rieke
Frosty Outpost,FALSE,,Region,Item,00 01 01 88,"Lake Rieke, Feuding Houses",,,119,"Explore: Glacier Tunnels, Explore: Northern Outpost, Visit: Frosty Outpost"
Feuding Houses,FALSE,,Region,Item,00 01 01 89,"Frosty Outpost, Fort Tericen",,,116,"Explore: Tericen Stables, Complete: Overture to Despair, Visit: Feuding Houses"
Royal Barracks,FALSE,,Region,Item,00 01 01 8a,"The Lumbermill, Gates to Aelumia, University Campus",,,108,"Explore: The Barracks, Complete: The Scarred Springs, Complete: The Missing Piece, Complete: Apotheosis, Visit: Royal Barracks"
Gates to Aelumia,FALSE,,Region,Item,00 01 01 8b,"Royal Barracks, Citadel's Shadow, Contested District",,,118,"Complete: Ensemble of Hope, Complete: Apotheosis, Visit: Gates to Aelumia"
University Campus,FALSE,,Region,Item,00 01 01 8c,"Timasca, Contested District, Royal Barracks",,,111,"Explore: Theatre Royal, Complete: The Missing Piece, Complete: Echoes of Change, Visit: University Campus"
Thanos,FALSE,,Region,Default,,"Kitrios Armory, Cosmic Fissures, Upper Thanos, Path to Thanos",,,81,"Complete: From the Bottom, Complete: The Thanos Depository, Complete: The Breaking Point, Visit: Thanos"
Thesead,FALSE,,Region,Default,,"Entrance to Thesead, Thesead Suburbs",,,80,"Explore: Troll Burrows, Complete: The Canary Calls, Complete: The Hidden City, Visit: Thesead"
Eltom,FALSE,,Region,Default,,"Ranol's Farm, Entrance to Molten Heights",,,88,"Complete: The Hidden City, Visit: Eltom"
Ahmsord,FALSE,,Region,Default,,"Temple Island, Path to Ahmsord, Aerial Descent, Sky Island Ascent, Central Islands",,,95,"Explore: Mycolite Mountain, Complete: Slay Creatures of the Void, Complete: Slay Conures, Complete: One Thousand Meters Under, Complete: Recipe For Disaster, Complete: The Hero of Gavel, Visit: Ahmsord"
Corkus City,FALSE,,Region,Default,,"Corkus Castle, Corkus City Crossroads, Picnic Pond, Retrofitted Manufactory, Corkus Forest",,,83,"Complete: The Envoy Part I, Complete: The Envoy Part II, Complete: The Feathers Fly Part II, Visit: Corkus City"
Legendary Island,FALSE,,Region,Default,,Southern Outpost,,,0,Visit: Legendary Island
